clip,y_first_action_is_R,L_speed_mean,L_speed_max,R_speed_mean,R_speed_max,distance_closing
seg_01_7.0s_f464-687_stab,0,4.406704666068094,32.7566787083184,11.631194489992637,80.50155278005512,30.754315037270317
seg_02_6.1s_f1027-1221_stab,1,92.07828693017116,383.3839459340988,34.663674332902566,354.81826334054455,465.37065418154225
